filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,126,4,27,[126],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,129,4,74,[129],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,130,4,50,[130],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,132,4,49,[132],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,136,4,54,[136],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,145,4,27,[145],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,147,4,49,[147],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,153,4,38,[153],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,155,4,29,[155],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,156,4,35,[156],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,159,4,29,[159],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,160,4,35,[160],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,164,4,36,[164],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,167,4,36,[167],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,168,4,44,[168],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,169,4,48,[169],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,170,4,49,[170],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,171,4,48,[171],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,173,4,74,[173],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,174,4,56,[174],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,181,4,30,[181],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,182,4,43,[182],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,206,4,5,"[206, 207, 208, 209]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,212,4,5,"[212, 213, 214, 215]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,218,4,5,"[218, 219, 220, 221]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,223,4,5,"[223, 224, 225, 226]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,235,4,5,"[235, 236, 237, 238]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,239,4,5,"[239, 240, 241, 242]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,243,4,5,"[243, 244, 245, 246]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,261,8,9,"[261, 262, 263, 264]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,266,8,9,"[266, 267, 268, 269]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,284,8,46,[284],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,293,8,46,[293],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,299,8,46,[299],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,306,8,46,[306],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,311,4,24,[311],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,313,4,5,"[313, 314, 315, 316]",https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,322,4,30,[322],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,342,4,36,[342],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,351,4,42,[351],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,352,4,53,[352],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,353,4,53,[353],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,354,4,27,[354],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,375,4,49,[375],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,377,4,28,[377],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,378,4,55,[378],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,379,4,57,[379],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,407,4,32,[407],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,420,4,34,[420],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,426,4,36,[426],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,430,4,45,[430],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,452,4,28,[452],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,454,4,34,[454],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,491,4,37,[491],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,492,4,49,[492],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,493,4,49,[493],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,495,4,28,[495],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,505,4,27,[505],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./deeplake/api/tests/test_api.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,510,4,50,[510],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
